id "A" "L" "\chi" "\beta" "C_1" "C_2" "v_1" "v_2" "\dot v_1" "\dot v_2" "\dot h_1" "\dot h_2" "\dot \psi_1" "\dot \psi_2" "hmd" "vmd" 
2110 4 2 2 168.452 2 2 283.835 172.843 0 0 0 0 0.95912 0 0.36368 530.531 
2111 4 1 2 215.362 2 1 50.6582 152.306 0.286246 0 0 0 -1.24616 0 0.804975 775.733 
2112 4 1 2 115.95 1 2 180.814 188.103 0 0 0 -846.184 0.604357 0 0.627472 38.1841 
2113 4 2 1 246.155 2 2 109.227 215.815 -1.6987 0 -1952.38 -728.756 2.82661 -1.71008 0.75193 323.812 
2114 4 3 1 250.076 2 2 164.282 285.158 0 -1.40946 0 -549.101 -0.449461 0 2.12145 777.361 
2115 4 2 1 267.252 2 2 87.5626 144.068 0 0 0 0 0 0 0.459137 368.316 
2116 3 1 2 131.443 2 1 247.685 94.59 0 1.97728 0 0 0.985712 -1.06874 0.678112 326.571 
2117 4 1 2 119.122 2 1 149.163 99.0559 0 0 0 -2225.95 0 0 1.1635 761.043 
2118 4 1 2 263.999 2 1 267.885 67.8447 0 0 -424.238 0 0 -0.868805 0.7115 198.434 
2119 4 1 1 111.739 2 1 113.625 184.711 0 0 0 0 0 -0.892697 0.292967 624.209 
2120 4 1 1 215.324 2 2 123.755 135.063 0 0 0 0 0.71977 0 0.59923 585.42 
2121 4 1 1 184.955 2 2 124.841 179.31 0 0 0 0 -0.294105 0 0.417026 8.84756 
2122 4 2 2 160.955 1 2 161.906 136.811 -1.31287 -1.39308 0 0 -0.945433 0 0.865521 501.438 
2123 4 1 1 182.109 1 2 99.2615 182.52 0 0 638.292 0 -0.689379 -0.396999 0.249698 582.445 
2124 3 1 1 139.424 2 1 267.713 60.1206 0 0 0 0 0 0.987558 2.76934 413.376 
2125 4 1 2 226.522 1 2 157.025 148.228 0 0 0 0 -3.27027 -0.737693 0.279752 641.924 
2126 4 1 2 144.668 1 2 139.519 107.31 0 0 0 0 0 0 0.0626435 580.327 
2127 4 2 2 41.1559 1 2 50.9888 169.001 0 0 0 0 -0.448903 0.373449 0.137841 540.001 
2128 4 1 1 143.12 2 1 162.278 88.2063 0 0 0 0 0 0 0.180177 472.031 
2129 4 2 2 90.9904 1 2 102.688 152.639 0 0 0 631.149 0 0 0.488943 383.655 
2130 4 3 1 205.765 2 2 245.518 197.944 0 0 1255.22 0 0.741708 0 2.67827 781.409 
2131 1 2 1 104.221 2 2 174.585 183.74 0 1.15089 819.516 0 2.89853 0 0.680883 418.527 
2132 4 2 1 129.176 2 2 138.967 126.026 0 0 0 714.269 0 2.25905 0.0633801 300.748 
2133 4 1 1 249.654 2 1 90.2977 159.087 0 0 607.133 0 -0.991874 2.44637 0.0719479 472.319 
2134 4 1 1 271.332 2 1 183.347 105.012 0 0 -1638.52 0 0 0 0.233543 738.571 
2135 4 2 1 231.466 2 1 144.393 114.727 0 0 0 0 0 0.609652 0.860922 732.09 
2136 1 1 2 50.9446 2 2 264.734 118.299 -0.647314 0 -1514.91 1048.49 0 0 1.12061 33.7093 
2137 4 3 1 179.278 1 2 142.273 159.152 0 0 0 0 0.536172 0.954472 0.602667 334.35 
2138 4 1 2 145.81 2 1 149.555 127.72 0 0.799791 0 0 0 0.527098 0.56289 106.127 
2139 4 1 1 116.886 2 2 104.656 135.482 0 0 -500.371 504.19 0 2.35584 0.105732 187.153 
2140 4 2 2 323.65 2 1 140.991 138.272 0 1.68503 817.326 0 0.432699 0 0.534366 456.737 
2141 4 1 1 164.562 2 1 267.656 142.492 0 0 0 -878.489 2.30844 0.961221 0.631747 680.824 
2142 4 1 1 192.131 2 1 167.502 76.1609 0 0 0 0 -0.488054 -1.88537 0.165238 552.994 
2143 4 5 1 186.448 2 2 357.871 473.619 0.427345 0 0 0 0.589758 0.672987 1.8698 859.262 
2144 4 1 1 237.35 1 2 129.386 109.558 0 0 0 -418.381 1.78939 0 0.648745 153.557 
2145 4 1 1 190.519 1 2 75.4799 51.7618 0 0 0 0 -0.507185 1.07918 2.1104 74.8949 
2146 4 1 2 261.705 2 1 155.665 125.517 0 0 0 0 0 1.33301 0.729105 370.879 
2147 4 2 2 189.939 2 1 237.445 64.9797 0 0 0 535.926 0 0.752389 0.0293226 624.465 
2148 4 2 1 152.957 2 2 149.155 157.744 0 0 1598.48 0 0 -0.951112 0.689865 731.731 
2149 4 1 2 148.156 1 2 195.262 146.223 0 0.468685 -1127.82 468.859 0.418144 0 0.445093 242.276 
2150 4 2 1 267.159 1 2 127.784 73.2364 0 0 0 0 0 -0.467783 0.981376 699.72 
2151 4 2 1 133.794 2 2 242.044 165.103 -0.756945 0.611303 0 0 0 0 0.385201 71.0235 
2152 4 1 1 203.606 2 1 237.038 68.9978 -1.22405 0 -4217.28 -731.921 0 0 0.199746 673.265 
2153 4 2 2 84.0659 2 1 247.275 71.3809 0 0 0 0 0 -5.40551 0.320767 592.552 
2154 4 1 1 81.0843 1 2 133.774 141.803 0 -1.76155 -1939 0 0 0 0.653083 656.234 
2155 4 2 2 298.339 2 2 116.801 236.572 0 -0.675756 0 0 -3.31383 0 0.623226 774.295 
2156 4 1 1 153.078 2 2 121.291 91.7148 0 0 0 0 0.601181 0 0.318498 776.731 
2157 4 1 1 295.86 2 1 113.6 95.0829 0 0 1128.55 0 -2.07985 0.325234 0.312825 524.103 
2158 1 1 2 152.812 2 2 191.176 166.685 0 0 0 0 -1.74465 -0.440032 0.141042 681.849 
2159 4 1 1 155.543 2 2 126.907 253.801 0 -1.73634 0 -1243.18 0 0 2.46931 90.5164 
2160 4 2 2 187.865 1 2 151.563 188.503 0 0 0 0 1.34941 0 2.33236 641.962 
2161 4 3 1 198.886 2 2 248.262 100.098 0 0 -907.968 2919.63 0 -4.15334 1.51995 4376.02 
2162 4 1 2 310.136 2 1 149.4 147.961 0 0 -449.352 0 -0.55675 3.11237 0.822118 380.775 
2163 1 2 1 201.419 2 2 164.694 98.2235 0 -1.53047 0 0 -0.400805 -5.02762 0.376376 345.889 
2164 3 1 1 171.438 2 1 101.72 185.965 -0.729254 0 0 0 -2.12659 -0.872041 0.54812 699.483 
2165 4 1 1 81.4025 2 2 199.226 129.88 0 0 872.824 0 0 2.26654 0.848715 53.9731 
2166 4 3 2 158.688 2 2 113.97 115.175 -1.4743 0 0 0 -1.1066 0.291743 0.999738 711.429 
2167 4 4 2 354.607 2 2 522.289 438.735 0 0 420.425 0 0 0 2.98798 53.0402 
2168 4 2 1 128.23 1 2 106.323 238.562 0 -1.81953 0 0 0 -0.399964 0.55041 663.306 
2169 4 2 1 230.816 2 1 248.023 82.0818 0 0 0 0 0 0.312385 0.348268 566.686 
2170 2 1 1 114.05 2 2 234.079 244.03 0 -0.494692 0 0 -1.582 -0.31596 2.14217 758.521 
2171 4 1 1 227.925 2 2 161.055 112.024 0 0 0 0 0 0 0.815573 401.58 
2172 4 3 1 129.062 2 1 263.387 216.426 0 0 1792.29 2377.3 0.646763 0 0.883252 4359.64 
2173 4 2 2 298.926 2 2 164.175 84.4033 0 0 0 532.367 0 -0.631434 0.49971 406.47 
2174 4 1 1 230.575 2 2 221.372 53.8378 0 0 0 0 0.784944 1.73421 0.65575 624.352 
2175 4 3 1 95.6743 1 2 173.32 300.211 0 0.533793 0 2399.93 0 0 0.0540995 1053.15 
2176 3 1 1 292.768 2 2 170.125 114.188 0 0 0 0 -0.322673 0.701366 0.282385 104.502 
2177 4 1 2 357.773 1 2 81.1058 183.403 0 0 0 0 -5.25805 0 0.394503 476.131 
2178 4 1 1 156.609 1 2 74.7529 140.286 0 0 0 0 1.25742 0 0.703738 179.136 
2179 4 2 1 259.645 2 1 171.794 146.84 0 1.2148 778.093 0 0 -0.37588 0.978032 753.389 
2180 4 2 1 251.328 2 2 135.919 148.516 0 0 0 0 -2.19546 -0.302142 1.98316 523.959 
2181 4 1 1 252.841 2 1 57.1774 53.8902 0 1.5515 0 0 3.16116 0 0.526285 511.523 
2182 4 1 2 157.494 2 1 195.35 125.608 0 0 0 0 0.583102 1.26866 0.49599 292.13 
2183 4 2 2 189.484 2 2 130.874 151.566 0 0 0 1985.02 -0.919062 -5.40525 0.00526351 608.692 
2184 4 1 2 153.654 1 2 180.153 128.133 0 0 0 0 0 0.501739 0.829529 45.4907 
2185 4 2 1 134.545 1 2 96.0757 173.754 0 0 0 0 0 0 0.984384 475.786 
2186 4 1 1 40.1782 2 1 182.12 145.85 0 0 0 0 -0.957871 0 0.742716 59.4511 
2187 1 1 1 173.699 1 2 197.275 181.748 0.288039 0 0 0 0 0 0.37678 791.075 
2188 4 2 2 102.827 2 2 235.173 164.159 -1.79069 0 -1177.04 0 0 0.536113 0.791311 600.006 
2189 1 2 1 298.646 2 2 150.325 269.422 0 1.20455 0 1809.32 -0.898815 0 0.938289 557.884 
2190 4 2 1 133.53 2 2 162.796 122.112 0 0.628703 0 0 2.67556 0.545501 0.516218 384.219 
2191 4 2 1 166.562 1 2 196.737 166.912 0 1.74659 0 0 0 5.25838 2.01539 389.977 
2192 4 2 1 170.74 2 2 234.972 61.7636 0 0 0 692.199 0.396056 -0.89115 0.0960424 454.233 
2193 4 2 1 244.495 1 2 72.6788 79.1845 0 0 0 0 -0.36911 3.12392 0.864598 566.017 
2194 4 5 1 140.396 2 2 91.546 222.464 1.59437 0 646.228 648.829 -3.39149 0 0.0646043 872.011 
2195 4 2 2 145.793 2 1 92.3265 98.8815 0 0 806.34 0 0.636265 0 0.126059 30.0712 
2196 4 2 1 210.643 1 2 149.294 116.056 0 0 0 0 1.50623 0.78802 0.281612 661.046 
2197 4 3 1 163.91 2 1 143.561 119.453 -0.469877 0 0 0 0 0 2.59875 584.621 
2198 4 1 2 140.635 1 2 91.5747 150.887 0 0 0 0 -2.74164 0 0.359877 397.735 
2199 4 1 1 131.111 2 1 192.327 118.788 1.6088 0 0 -429.633 -0.875144 -5.55115 0.517623 106.461 
2200 1 2 2 77.7245 2 1 116.948 50.8352 0 0 0 0 0 0 1.78832 34.4075 
2201 4 2 1 112.347 2 2 236.997 132.161 -0.965373 -1.18621 -1882.61 -463.122 0 0 0.420356 772.921 
2202 4 2 1 185.068 2 2 155.906 155.513 0 0 0 800 0.824099 0 2.89946 776.193 
2203 4 2 2 123.966 2 1 125.47 103.306 0 0 0 0 0.801631 0 0.0989649 472.182 
2204 4 2 2 140.855 2 1 191.863 149.413 -0.559436 -1.7375 0 0 0 0 0.678413 786.144 
2205 4 2 2 114.342 2 1 283.763 187.146 -1.55832 0 -916.377 0 0 0.98411 0.785168 431.726 
2206 4 1 1 171.45 1 2 179.817 242.442 0 0 0 583.865 0.805391 -2.80642 0.935811 328.64 
2207 4 1 1 252.221 2 1 194.754 190.18 0 0 0 0 0.673195 0 0.520535 323.329 
2208 4 3 1 205.239 2 2 134.966 198.066 0 -0.706104 0 0 2.64624 -0.630757 0.26728 547.183 
2209 4 5 1 200.736 2 2 526.143 444.862 0 0.994418 -2334.96 0 0.744205 0 2.48549 2554.74 
2210 1 2 2 289.534 2 2 255.017 195.979 0 0 -898.931 0 0.34836 2.28559 0.947882 592.957 
2211 4 1 1 213.219 2 2 106.228 142.205 0 0 0 0 0 -0.928502 1.41818 404.832 
2212 4 2 2 199.851 2 2 185.606 191.936 0.80522 0 2040.25 0 -0.250072 -0.320142 0.933039 797.197 
2213 4 2 2 141.556 2 2 109.716 56.1825 1.94647 0 0 555.678 -1.54742 -1.93767 0.482299 686.327 
2214 4 1 2 236.987 2 2 157.301 151.13 1.27771 0 0 0 0 0.853724 0.271847 165.745 
2215 4 1 1 157.722 1 2 53.2853 172.645 0 0 0 -903.044 7.17107 0 1.2157 44.9145 
2216 4 2 1 126.816 2 2 267.872 179.963 -0.300191 0.333822 -1449.52 -470.175 0 0 1.24885 100.422 
2217 4 1 2 202.875 1 2 62.736 164.786 0.316922 0 -1275.37 0 -2.30065 0.56984 0.15622 343.888 
2218 4 2 1 177.904 2 2 124.818 96.7568 0 0 0 0 -0.920323 0 0.992987 417.06 
2219 4 2 1 180.364 2 2 54.0074 90.9604 0 0 837.379 0 -0.638983 -3.47782 0.297769 519.893 
2220 4 1 1 115.546 2 1 85.3684 113.759 1.11334 0 0 0 0.851551 0 0.28911 540.067 
2221 4 1 1 197.317 2 1 148.936 172.414 0 0 0 0 0 -0.341079 2.72411 524.242 
2222 4 2 2 156.847 2 2 182.549 289.311 0 -1.87222 0 0 0 -0.707681 0.692928 677.119 
2223 4 1 1 216.153 1 2 115.794 125.237 0 0 -534.257 0 0.837367 -0.348923 0.426291 352.016 
2224 4 1 1 248.867 2 1 166.471 72.9962 0 1.10035 0 0 0 0 1.01623 587.895 
2225 4 2 2 108.903 2 2 207.86 65.899 0 0 0 0 0 0 0.133189 12.7809 
2226 4 2 2 225.971 1 2 159.349 108.795 0 -1.3322 0 0 -0.316134 0.747334 2.35017 254.779 
2227 1 2 1 90.4506 2 2 193.985 134.65 0 0 925.406 0 -0.755256 1.84688 0.585452 430.589 
2228 4 1 2 320.859 2 2 136.575 115.431 0 0 0 0 0.926017 -0.577833 0.95359 42.1495 
2229 4 2 1 186.671 2 2 106.809 173.95 0 0 0 0 -0.707891 0 0.172822 380.32 
2230 4 2 2 258.235 2 2 284.169 254.406 0 0 0 0 0 0 1.76592 443.123 
2231 4 2 2 218.155 2 2 227.129 127.74 0 0 1033.98 0 0 0.370728 0.853015 730.932 
2232 2 1 1 197.43 2 2 114.778 143.952 0 0 872.329 -827.435 0 0.791263 0.445842 50.9342 
2233 1 1 2 127.595 2 2 92.9195 146.171 0 0 -741.505 0 0 0 0.384707 489.975 
2234 4 1 1 282.443 2 1 134.633 52.4291 0 0 0 0 0 0.667881 0.105353 785.362 
2235 1 2 2 243.531 2 2 245.164 167.432 0 0 -972.632 0 -0.656594 -0.47402 0.30274 413.385 
2236 4 1 1 202.08 2 2 118.883 84.3885 0 0 0 455.615 0.604086 -0.438715 0.859229 34.2081 
2237 4 2 2 144.478 2 2 185.655 163.759 0 0 0 0 0.918175 -1.36008 0.92407 409.351 
2238 4 2 1 156.29 2 2 251.281 116.138 0 0 -729.838 0 0 0 0.642766 366.007 
2239 4 2 1 235.216 2 2 280.769 163.368 0 0 -1871.91 0 0.528045 0.381108 0.934499 525.031 
2240 4 2 1 172.561 1 2 116.852 80.6289 -0.62314 1.12641 0 0 3.34039 0.582909 0.280932 39.2414 
2241 4 1 2 120.622 1 2 120.828 90.1325 0 0 0 0 -0.894241 0 0.602445 449.128 
2242 4 1 1 151.457 1 2 132.17 159.468 0 0 0 -413.732 -0.607943 -0.315819 0.0682771 760.684 
2243 4 2 1 226.744 2 1 221.234 59.0108 0 0 0 0 0.941434 -0.642704 1.25365 476.33 
2244 2 1 1 247.342 2 2 149.196 65.6097 -1.02399 0 0 0 0.489575 -1.26548 2.53834 282.881 
2245 4 1 2 244.719 2 1 223.933 63.5174 0 0 0 0 0 0 0.638798 687.541 
2246 4 1 2 179.17 2 2 181.585 190.92 0 0 0 0 2.18433 -0.36115 0.719708 278.193 
2247 4 2 1 213.932 2 2 68.0144 192.419 0 0.284037 831.81 0 -0.497198 0 0.705169 711.228 
2248 4 1 2 55.9719 1 2 135.831 218.298 0 0 0 0 0 0.87397 0.458461 587.922 
2249 4 3 2 196.975 2 1 189.707 153.013 0 0 0 0 0.481079 0.96334 0.393624 418.161 
2250 4 1 2 98.4965 2 1 83.6942 168.467 0 0 0 0 0 0.74286 0.00161755 540.487 
2251 4 3 2 161.302 1 2 187.277 288.32 0 -1.1461 0 0 0.465348 0.428852 1.0123 350.149 
2252 4 2 2 200.826 2 1 62.3993 190.166 0.667186 -1.93967 0 0 0.872264 -0.40794 0.148648 400.086 
2253 4 2 2 139.544 1 2 90.3112 235.757 0 -1.75603 0 1250.98 -1.02117 0.993535 0.790888 242.931 
2254 2 1 1 196.699 2 2 178.533 148.984 0 0 0 811.075 0 0 0.160406 177.381 
2255 3 1 1 187.713 1 2 178.216 125.587 0 1.71099 0 0 0 0 0.0100292 661.965 
2256 1 1 1 164.065 2 2 87.4061 189.344 0 0 499.189 0 0 1.85094 0.460446 608.202 
2257 4 1 1 322.153 2 2 122.217 191.491 0 0 0 0 -0.655754 0 0.309027 534.416 
2258 4 2 1 256.092 2 1 160.953 119.884 0 0 0 0 0 0 2.49025 1.92518 
2259 1 1 2 331.833 2 2 201.351 192.189 0 -1.02416 467.661 693.133 0 -0.439116 0.0158118 64.583 
2260 4 1 1 137.218 2 1 123.502 114.753 0 0 0 0 -0.900157 0 1.42467 600.368 
2261 4 2 1 250.22 2 2 116.683 157.191 -1.6216 0 0 0 2.27641 0.857417 0.281501 574.133 
2262 4 1 1 325.778 2 2 95.0315 52.1916 0 0 841.858 0 2.16602 0.782361 0.140228 621.983 
2263 4 2 1 90.9085 2 2 117.901 215.987 0 0.252712 0 0 -0.970282 -1.53586 0.678499 534.761 
2264 4 1 1 204.289 1 2 159.446 222.951 0 0.622518 0 0 0 0.600587 1.48442 209.696 
2265 4 2 2 88.8109 2 2 86.7179 53.5668 0 0 0 -673.265 0 2.98256 0.231826 429.518 
2266 4 1 2 99.9885 2 2 283.788 144.72 0 0 0 0 0.398841 -0.652608 0.261472 660.539 
2267 2 1 1 188.014 1 2 171.201 168.841 0 0 0 -521.973 2.0454 -0.572 0.471677 771.249 
2268 4 1 1 284.417 2 2 88.2903 161.43 0 -0.354993 0 0 0.422373 0 0.690704 108.03 
2269 4 2 2 98.3958 2 2 98.9538 141.324 0 1.11448 900.163 0 3.2428 -0.440985 0.486701 267.896 
2270 1 2 2 152.117 2 2 131.987 117.562 0 0.336444 0 0 0.491416 0.742059 0.314262 305.702 
2271 4 2 1 54.3297 1 2 183.222 175.519 0 0 403.925 0 0 0 0.492659 372.681 
2272 1 2 2 170.542 2 2 150.302 136.37 1.20929 0 0 0 -0.997231 0.601928 0.60836 471.454 
2273 2 2 1 180.243 2 2 250.045 101.098 1.11956 0 596.182 0 0 0.866993 0.79675 138.97 
2274 1 2 1 152.949 2 2 119.136 172.092 0 0 0 0 -0.861615 -0.606327 0.81895 728.254 
2275 4 2 2 91.5522 2 2 195.623 264.521 0 0 0 0 0 0 0.361787 440.68 
2276 4 1 2 158.561 1 2 194.693 54.4944 0 0 0 0 0.529243 0.950031 0.0191065 769.847 
2277 4 3 2 312.726 2 2 288.807 356.748 0 0 0 0 -1.49225 0.250852 1.46316 525.618 
2278 4 3 2 122.187 2 2 277.197 114.926 0 0 -509.968 0 -0.972662 0 0.250542 396.44 
2279 4 2 1 112.687 2 1 254.869 180.287 -0.515747 0 -1435.28 0 0 0.828457 1.92431 339.425 
2280 4 2 1 171.364 1 2 74.1971 64.3426 0 0 0 0 0 0.872908 0.436362 496.408 
2281 4 2 1 138.268 2 2 124.137 137.489 0 0 0 0 0.521899 0 0.308649 389.167 
2282 4 1 1 134.899 1 2 84.4157 81.2416 0 0 0 0 0 -0.953187 0.149085 647.179 
2283 4 1 1 194.235 2 2 146.573 110.812 0 0 0 0 -0.963428 0.632426 0.673633 441.681 
2284 4 2 1 198.97 2 2 186.095 135.295 0 1.93452 0 -796.851 -1.02797 0.700388 0.461998 752.435 
2285 4 1 1 200.002 1 2 82.1258 85.0675 0 0 737.021 0 0.28115 -0.48472 0.106555 127.047 
2286 4 1 1 175.401 2 1 117.28 145.842 0 0 0 0 0 0.666446 0.701601 407.599 
2287 4 2 2 41.1054 2 1 254.952 178.875 -1.59935 0 0 0 0 0.622932 0.38689 56.2428 
2288 4 2 1 185.232 2 1 192.75 177.273 0 0 0 0 0 0 1.89946 782.205 
2289 2 1 2 185.736 2 2 165.012 113.117 0 1.59467 0 0 -0.680204 0.891546 0.162565 43.4323 
2290 2 1 1 179.751 2 1 192.533 83.0093 0 0 0 0 -0.636629 3.135 0.734223 771.959 
2291 2 2 2 149.966 2 2 123.611 155.569 0 0 0 0 2.45188 0.445776 0.0285054 472.032 
2292 4 2 1 159.618 2 2 194.549 183.63 0 0 0 0 0.537747 0 0.836278 587.998 
2293 4 2 1 189.209 2 1 67.046 102.535 0 0 0 0 0 0.308174 0.318307 338.73 
2294 4 2 1 184.007 2 2 299.936 144.972 0 0 0 0 -0.453155 0 0.151558 560.226 
2295 4 2 1 136.397 2 2 95.3201 181.848 2.85872 0 -751.804 0 -0.867725 0 0.291733 580.398 
2296 2 1 1 169.485 2 2 59.5307 185.918 0 0 0 0 0.467515 0 0.302316 421.326 
2297 4 2 1 189.834 2 2 137.326 177.128 0 0 0 0 0 0.433572 0.855961 437.846 
2298 4 1 2 157.039 2 1 107.827 153.058 0 0 0 0 0 0 0.0985121 55.4807 
2299 4 2 1 176.031 2 2 288.135 66.1942 -1.01025 1.08344 0 0 0 1.71643 0.0935944 618.812 
2300 4 1 1 161.297 2 1 160.707 103.771 0 0 0 0 0.787302 0 0.256036 313.029 
2301 1 1 1 204.771 2 2 80.4581 141.618 0 0 738.806 0 -2.0939 0.555015 0.304746 519.427 
2302 4 1 1 193.514 2 2 114.591 71.9716 0 0 0 0 0 0 0.36469 785.82 
2303 4 1 2 265.644 2 1 179.537 50.2034 0 0 0 0 0 0 0.948449 288.698 
2304 4 1 1 202.16 2 2 128.056 71.6436 0 0 -583.869 0 0 0 0.476299 153.001 
2305 1 2 1 340.146 1 2 64.0817 178.825 0 0 0 0 0 -1.92863 0.436254 260.587 
2306 4 2 2 69.8457 2 2 185.311 190.12 0 0 0 0 -0.376204 0 0.545115 204.542 
2307 4 1 1 248.366 2 2 125.301 121.009 0 0 0 0 0.548045 0.415438 0.180654 692.202 
2308 4 1 1 268.959 2 1 118.023 167.389 0 -0.757308 0 -989.023 -0.502963 -0.585744 2.6916 291.305 
2309 4 2 1 236.23 2 2 205.886 132.472 0 0.953103 -1879.78 494.943 0.308212 0.291431 0.78116 450.967 
2310 4 2 2 152.088 1 2 119.926 172.612 0.693148 0 0 -466.519 2.4332 0 0.270977 18.123 
2311 4 1 1 19.5071 2 1 192.829 182.68 0 0 0 0 0 -0.346793 0.165777 35.4174 
2312 4 1 2 250.896 1 2 79.8201 152.408 0 0 0 0 -0.769397 -0.42293 0.136255 669.919 
2313 4 2 2 201.6 2 2 165.845 260.208 0 -0.297271 0 838.831 0.271774 0 0.366807 745.857 
2314 4 3 1 145.8 2 2 320.555 267.879 0 1.05376 0 0 0.537088 -0.995023 1.92804 545.185 
2315 4 2 1 179.1 1 2 199.662 165.624 0 0 0 0 0 0 0.20034 489.342 
2316 4 1 1 175.263 1 2 186.051 55.2139 -1.3707 0 0 0 1.20889 -2.32104 0.921962 774.926 
2317 4 2 2 75.745 2 2 159.31 98.7325 0 0 0 0 0.985402 0.360244 2.32217 722.816 
2318 4 1 1 339.209 2 1 54.7054 366.799 0 0.293357 0 1473.2 2.70812 -1.58187 1.58361 203.91 
2319 2 1 1 288.287 2 2 51.3635 278.947 0 0 0 0 0 0 0.142046 248.827 
2320 4 1 1 128.276 2 2 156.508 156.787 -0.345049 0 0 0 0 0 0.696236 46.1191 
2321 4 1 1 160.226 2 1 163.036 186.309 0 0 0 0 0.299888 0 0.697207 484.146 
2322 4 1 2 192.389 2 2 197.436 196.435 0 0 0 0 0 0 0.0810489 630.356 
2323 3 1 1 178.357 1 2 52.4838 287.596 -1.44154 0 0 964.884 0.58491 -1.0909 0.612966 471.248 
2324 2 2 1 113.397 2 2 307.949 173.083 0 0 0 0 3.13816 -3.4205 0.379658 554.339 
2325 4 2 2 239.016 2 1 189.097 159.407 0 0 0 0 0 0 0.160494 710.219 
2326 4 2 1 66.3608 2 2 108.603 107.649 0 0 0 0 0.973172 0 0.0398837 701.179 
2327 1 2 1 239.076 2 2 55.7285 117.739 -1.79323 1.54667 0 0 -0.889863 0 0.437385 686.703 
2328 4 2 1 7.41612 2 1 159.701 197.097 0 0 0 0 0.99496 0.445508 0.715634 483.951 
2329 4 1 2 54.5391 2 1 173.524 139.172 0 0 0 0 0 -0.91813 2.3176 717.377 
2330 2 1 1 143.575 2 2 281.586 111.921 -0.381276 0 -1418.66 0 -0.547408 -0.912334 0.68398 705.472 
2331 4 1 1 107.957 2 1 168.563 59.5351 0 0 0 0 0.714453 -0.34482 0.0664086 242.873 
2332 4 1 1 290.801 2 2 187.356 197.08 0.763102 0 753.748 0 -0.601765 0 0.146915 787.491 
2333 1 2 1 223.089 2 2 164.348 248.192 -1.07942 0 -699.033 2343.29 0 -0.991033 1.38978 438.184 
2334 4 1 1 52.7817 2 1 372.899 188.815 -0.251794 0 -2910.41 518.753 0.692432 0 2.22859 429.307 
2335 4 1 1 208.273 2 1 196.269 108.555 -1.97321 0 0 0 0 0.356939 2.46715 82.5473 
2336 4 1 2 229.852 1 2 92.1248 112.079 0 0 0 0 -2.4115 0 0.109154 87.6638 
2337 4 1 1 228.347 1 2 57.1191 73.8727 0 0 0 0 1.86263 0 0.473926 696.598 
2338 4 2 1 282.615 1 2 131.488 224.217 0 0 0 -516.132 0 0 0.911833 400.698 
2339 4 2 2 191.734 2 1 171.917 194.104 0 -0.466019 0 0 -0.577555 2.81569 0.102055 550.695 
2340 4 1 2 172.961 1 2 110.67 155.794 0 0 0 0 -0.442518 0 0.0485512 734.033 
2341 4 1 1 214.939 2 1 225.457 83.3442 -0.890235 0 0 0 0 -3.48904 0.0269595 62.9195 
2342 4 1 1 256.535 2 2 94.7137 59.8787 0 0.879051 0 -623.739 -0.68056 1.83467 0.23782 576.712 
2343 4 2 1 171.386 2 2 170.47 212.682 1.38429 0 0 0 -0.272526 0 2.05308 482.669 
2344 1 2 2 148.803 2 2 100.714 205.919 -1.29308 0.87038 -935.793 -1566.92 0 0 0.486567 735.392 
2345 4 1 1 327.188 2 1 163.363 192.966 0 0 0 0 0 0.400268 0.856275 710.033 
2346 4 2 2 169.984 2 2 158.846 141.102 0 0 0 0 0 0 0.448364 208.849 
2347 4 2 2 190.835 2 2 68.1286 214.326 0 0 0 1221.74 0 0 0.0280166 531.17 
2348 4 2 2 262.649 1 2 199.971 114.199 -1.1406 1.6236 0 0 0 2.79974 0.139949 453.941 
2349 4 1 1 68.0681 1 2 195.51 180.897 -1.03453 0 0 0 3.00975 2.416 0.53077 422.407 
2350 4 2 1 199.308 1 2 271.095 116.665 -1.62999 0 -1183 0 -0.951454 -0.660318 0.182458 766.438 
2351 4 1 1 324.205 1 2 172.061 116.288 0 -1.2081 0 0 0 0 0.60214 503.228 
2352 4 1 1 96.4854 2 1 174.967 148.231 0 0 0 0 0.40854 -0.30317 0.546389 379.17 
2353 4 1 1 152.064 1 2 151.584 137.067 0 0 0 0 1.30181 -0.807259 0.811372 434.996 
2354 4 2 1 203.638 1 2 165.371 116.189 0 1.99559 766.964 0 0 -0.922216 0.529554 433.863 
2355 4 2 2 178.605 2 2 155.145 116.101 0 0 0 0 3.28373 -0.597361 0.451337 447.162 
2356 4 2 1 142.984 2 2 391.236 120.285 0 0 0 0 0 0 0.974205 403.292 
2357 4 2 2 155.927 2 2 277.448 152.679 0 0 0 419.83 0 -0.845609 0.857408 658.408 
2358 4 1 1 173.85 2 1 73.4063 176.506 0 -0.48328 491.829 1901.88 0 -2.57873 0.108775 156.723 
2359 1 1 2 186.367 2 2 128.793 73.2145 -1.26763 0 0 0 0.637811 0.975446 0.458147 613.128 
2360 4 5 1 155.564 2 2 438.261 404.84 -0.627739 0.754975 0 0 -1.91762 -2.25941 1.96442 809.642 
2361 4 4 1 234.89 2 2 361.772 326.061 0 0 0 0 0 0 2.29761 84.1132 
2362 4 2 2 223.879 1 2 181.998 83.522 0 0 0 0 -0.661605 -6.15232 0.236297 615.179 
2363 1 1 1 184.642 2 1 177.794 98.1026 0 0 0 0 -0.886735 -0.615943 0.241132 419.409 
2364 1 1 1 252.985 2 1 133.085 95.4138 0 0 0 0 0 -2.71393 0.481401 252.088 
