id "A" "L" "\chi" "\beta" "C_1" "C_2" "v_1" "v_2" "\dot v_1" "\dot v_2" "\dot h_1" "\dot h_2" "\dot \psi_1" "\dot \psi_2" "hmd" "vmd" 
1726 4 2 2 218.963 2 2 305.85 446.758 -1.55288 1.09244 1661.76 640.36 0 7.38 1.07116 349.227 
1727 2 2 2 19.7854 2 2 82.6058 99.7717 1.75964 1.13992 0 1308.36 0.884093 -7.26833 0.437743 238.315 
1728 4 2 1 36.8297 2 1 574.747 65.006 0 -2.28357 0 0 0 0.489601 0.703501 462.22 
1729 4 2 2 118.259 2 2 298.364 237.618 1.16678 0 0 0 1.35715 0.957486 0.0402536 120.183 
1730 4 2 1 178.382 2 1 342.002 298.475 0 0 0 0 -0.393068 0.861037 0.310828 756.024 
1731 1 2 2 276.267 2 2 394.245 282.194 0.321147 -3.19538 0 0 -0.999361 0 0.0472928 722.137 
1732 4 2 1 184.313 2 1 400.275 295.414 1.60918 2.55603 1042.14 0 0 -6.88143 2.04795 661.182 
1733 4 2 2 228.7 2 1 384.648 207.44 -1.12067 -0.52521 0 401.636 0 4.86977 0.619357 5259.7 
1734 4 2 2 107.179 2 1 394.491 123.352 -0.27323 -1.21084 0 0 -7.32539 0 0.360954 814.627 
1735 4 2 1 163.411 2 1 336.964 502.093 0 0.895813 0 0 -3.14564 6.73218 2.66908 186.968 
1736 4 2 2 201.552 2 2 455.559 80.9714 0.944425 0 0 -731.479 0 5.23841 0.0283062 1700.83 
1737 4 2 1 171.559 2 2 126.004 120.466 -1.33094 0 0 -1304.33 0 -0.895785 2.29504 747.816 
1738 4 3 1 261.634 2 1 303.362 236.448 -0.553289 0 2699.13 -1682.46 0 0 0.324669 877.846 
1739 4 2 1 195.022 2 2 282.198 420.723 0 0 0 710.996 -0.275794 0.502467 0.718694 5604.85 
1740 4 3 1 130.29 2 2 365.998 221.23 0 0 0 0 0.284429 -4.42899 0.561262 705.847 
1741 4 2 2 108.703 2 1 341.233 295.054 0 0 0 638.542 -3.3809 0 0.256667 266.564 
1742 4 2 2 159.571 2 1 393.869 492.171 0 0.924567 0 0 0.905328 1.16172 0.360575 749.782 
1743 4 2 2 207.141 2 1 485.635 385.203 -3.19524 -0.767714 0 0 0 4.9462 0.346782 744.341 
1744 4 2 2 141.079 2 2 220.157 309.969 0 -1.1749 0 0 -0.771745 0.570237 0.314382 21.6047 
1745 4 2 1 295.467 2 2 490.764 258.226 -1.05931 1.3833 0 0 -0.307371 -0.420691 2.82286 113.227 
1746 4 2 2 22.7293 2 2 483.487 151.374 1.3598 -1.97372 0 0 0 -7.58421 0.384222 698.948 
1747 4 2 2 319.385 2 1 243.261 106.091 0 0 0 0 -0.377223 -2.5854 0.951366 336.974 
1748 4 2 1 286.645 2 2 334.865 458.971 -1.17519 -0.908344 0 499.574 0 -0.817409 2.44663 332.584 
1749 4 2 1 193.48 2 2 431.971 252.795 3.90641 -0.557985 0 0 0.971307 -6.10536 2.94554 356.199 
1750 4 2 2 256.979 2 2 581.779 223.299 0 0 0 0 0 -0.43908 0.0371707 722.606 
1751 4 2 2 177.838 2 1 161.495 334.488 -1.67677 1.02373 0 0 0.316628 0 0.589793 285.229 
1752 4 2 1 241.429 2 1 88.1534 359.568 2.86879 0.837982 0 0 0 6.50293 0.110406 641.71 
1753 4 3 1 142.576 2 1 299.79 269.714 -0.336736 -0.592872 0 0 0 2.50055 1.57572 665.205 
1754 4 3 2 201.982 2 2 164.555 311.713 -1.03525 4.25848 0 0 0 -2.05133 0.373896 479.152 
1755 4 2 1 205.713 2 1 263.819 174.58 -1.13866 -0.259071 0 0 0 -2.33643 0.943492 727.413 
1756 4 2 2 159.365 2 1 350.536 442.375 -1.90218 -0.738794 0 0 0 -0.780622 2.94537 683.138 
1757 4 2 1 263.727 2 1 258.004 71.2262 -1.35979 0 0 0 1.78093 0 0.0216866 616.063 
1758 4 2 1 306.488 2 1 99.691 259.361 1.56122 0 0 0 1.63953 0.701111 2.00627 705.182 
1759 4 2 1 150.674 2 1 130.774 323.296 0 -1.72827 0 0 2.53038 -2.63275 2.84652 755.801 
1760 4 2 2 103.488 2 2 241.019 224.012 -3.2416 0 -1608.74 0 0 0 1.78083 359.371 
1761 4 2 1 165.796 2 2 437.305 487.555 0 -1.23228 0 961.704 0 -4.2994 0.700011 583.954 
1762 4 3 2 191.153 2 2 146.513 197.916 0.445821 -1.25422 -810.864 1183.17 0 0 0.334946 108.985 
1763 4 2 1 253.605 2 2 430.283 234.368 0.838492 0 0 0 0.378539 -1.89104 2.49893 542.688 
1764 4 3 1 221.757 2 2 433.96 348.27 -4.68743 3.04801 -1079.3 0 0 6.59538 0.0441722 514.588 
1765 4 2 1 205.695 2 2 275.58 129.923 1.93937 0 0 -816.602 1.956 -0.427949 2.707 762.161 
1766 4 2 2 309.609 2 2 90.5013 566.555 0 1.06905 421.235 865.166 0 1.09681 0.0421384 717.938 
1767 4 2 1 203.166 2 1 202.132 92.7148 0 3.22861 0 0 0.741493 3.29664 1.18222 3004.76 
1768 1 2 1 61.3417 2 1 79.8655 263.555 -4.36782 1.8071 -4257.24 0 3.28255 0 1.57022 89.6822 
1769 4 2 2 116.906 2 1 343.865 312.348 1.47875 0 0 0 0 7.98097 0.186328 1222.89 
1770 4 2 2 164.704 2 1 456.937 264.701 -4.71962 4.32592 0 998.992 -3.29509 -0.931332 0.00845146 122.328 
1771 1 2 1 101.085 2 1 333.418 436.09 -1.45706 1.40355 0 0 0 3.21631 1.40155 784.168 
1772 4 2 2 185.266 2 2 294.925 116.476 0 -1.87662 0 0 0.76956 -0.813122 1.95234 864.671 
1773 4 2 2 263.501 2 2 380.805 282.78 0 -2.8493 0 0 0.977464 0.266938 0.277634 419.996 
1774 4 2 2 162.575 2 2 256.821 94.9072 0 -0.729719 0 0 -0.257341 -0.66051 0.962889 284.747 
1775 4 2 2 103.925 2 2 327.534 114.734 -0.412171 -1.56524 -1747.8 0 -0.876384 -0.372004 2.37907 689.157 
1776 4 3 1 252.057 2 1 555.218 284.45 3.51526 -1.83467 894.568 0 0.721897 0.879689 0.93768 23.2247 
1777 4 2 2 128.066 2 2 491.656 132.993 0.994306 -0.950108 624.239 1684.88 0 6.4389 0.469589 5241.64 
1778 4 2 1 316.428 2 1 77.6541 212.779 3.75425 -1.35011 0 0 0.252164 4.32754 0.89953 398.503 
1779 4 3 2 144.51 2 1 392.335 445.869 0 0 0 0 0.625632 0.96873 2.55391 887.913 
1780 4 2 1 290.871 2 2 356.247 270.224 0 1.30639 0 0 0 0.933256 0.989246 599.26 
1781 4 2 1 152.452 2 1 157.737 75.7425 -0.593805 -2.58807 0 0 0 -0.556195 0.293947 264.934 
1782 4 2 1 64.222 2 1 205.693 274.667 0 -0.265615 0 700.713 0 0 0.921737 3321.13 
1783 4 2 2 76.5468 2 1 572.735 370.678 0 1.84245 0 0 0 -7.46697 1.91028 358.255 
1784 1 2 1 198.629 2 2 105.752 398.535 0 -0.372724 0 0 0 3.48958 2.7683 347.507 
1785 1 2 1 192.383 2 1 495.342 306.685 1.92065 -0.948337 0 0 0.630907 -6.55339 1.00438 378.855 
1786 4 2 1 147.813 2 2 460.428 405.135 -3.19108 1.79431 0 900.531 4.63555 -7.3514 0.593269 126.255 
1787 4 2 1 191.293 2 2 90.3933 204.639 -0.978633 -0.710052 -1708.94 0 0 7.6463 0.486646 2518.77 
1788 4 2 2 249.548 2 2 467.921 228.23 1.79314 -0.411039 0 -713.623 0 3.84954 0.622648 721.348 
1789 4 2 1 259.822 2 1 510.175 484.703 2.80421 3.82513 915.744 0 -0.776058 -2.10269 0.169291 1818.2 
1790 4 2 1 147.125 2 1 408.652 243.038 0.957254 0.92836 0 0 0 0.751692 0.0345639 288.174 
1791 4 2 2 177.599 2 1 277.991 61.1602 -0.571106 -2.87127 794.648 0 0 -5.37976 0.517401 541.894 
1792 4 2 1 207.506 2 1 325.278 144.528 -0.634238 -0.867678 0 0 0 -1.04854 1.75719 520.26 
1793 1 2 2 138.862 2 2 384.292 228.909 0 0 -613.712 0 0 7.97345 0.694355 757.161 
1794 4 3 2 193.47 2 2 227.571 125.96 0.733989 0 0 2739.21 0 -0.252752 1.93619 753.43 
1795 4 2 2 210.394 2 1 410.687 271.126 4.45213 -0.728965 0 716.668 0.265691 -7.50833 0.0400144 21.5245 
1796 4 2 1 255.609 2 2 75.9128 368.841 -4.63358 0 0 0 -0.961316 -3.38869 0.725035 1153.87 
1797 4 2 1 170.984 2 2 271.507 269.694 0 -0.758658 0 0 0 -7.5043 1.69283 493.016 
1798 4 2 1 337.116 2 1 402.023 216.448 1.82386 -1.20192 0 550.415 0 -0.272282 0.0217603 235.069 
1799 4 2 1 212.118 2 1 98.848 85.6933 -0.637848 -0.856043 0 0 -0.773661 7.31139 0.147539 244.666 
1800 1 2 1 20.0228 2 1 84.2802 225.04 -4.3051 3.38458 0 0 -0.364813 2.30483 1.24132 729.465 
1801 4 3 2 61.948 2 2 345.179 488.717 -0.999168 0.293684 0 0 3.17036 -4.78783 2.60796 736.387 
1802 4 2 1 112.836 2 2 250.151 243.273 1.26675 -3.36009 -571.53 0 0 0 0.436225 2872.95 
1803 4 2 1 246.704 2 1 306.001 184.435 0 0 -945.505 0 7.21632 0.82597 1.12733 705.356 
1804 4 3 1 222.616 2 1 575.686 300.155 1.00367 1.95197 -2033.95 581.941 -0.430749 7.26493 1.31525 120.11 
1805 4 2 1 122.315 2 1 161.251 331.437 0 1.58951 0 0 0.274801 -3.33525 0.665226 494.378 
1806 4 3 2 137.63 2 1 236.334 337.106 0 0.599211 0 4853.91 0.526284 -0.69168 0.0197276 381.864 
1807 4 2 1 74.4139 2 1 372.477 485.637 -0.582963 -1.82695 0 0 3.63339 0 1.44222 416.581 
1808 4 2 1 265.592 2 2 294.784 226.221 0 0 0 0 -1.50033 0.606614 0.613123 272.46 
1809 4 2 1 34.8429 2 1 585.83 94.1207 0 3.66117 0 0 0 -2.34593 0.0228328 315.879 
1810 4 2 2 236.415 2 2 360.618 201.266 0 1.36017 -495.268 0 0 -7.70065 2.35291 745.989 
1811 4 2 1 209.55 2 1 184.638 69.5525 0 2.9582 0 0 0 -5.71974 2.00128 450.001 
1812 4 2 1 210.764 2 1 158.443 80.7504 1.01823 1.67584 -1264.07 0 -0.915106 0 0.803269 72.187 
1813 4 2 1 188.041 2 2 364.138 241.075 0 -3.13658 0 0 0 -0.341994 0.142735 767.224 
1814 4 2 2 223.309 2 1 321.822 127.121 -0.783035 4.87751 0 -997.322 0 -4.34549 0.0292939 256.069 
1815 4 2 2 176.378 2 1 83.2966 351.405 1.73115 -1.3186 0 0 -3.26717 0 2.30497 899.098 
1816 4 2 2 231.142 2 2 356.244 157.514 0 0 1133.35 0 0 0 1.58229 3265.35 
1817 4 2 2 141.517 2 2 286.917 266.853 0 -2.61983 0 0 0 3.02915 0.452276 498.163 
1818 4 2 1 156.435 2 1 395.679 58.504 0 -1.95806 -815.199 0 0 0 2.2249 791.853 
1819 4 2 2 165.171 2 1 227.357 278.526 1.06356 0.831803 0 435.902 -0.811392 0.503442 0.363011 892.921 
1820 4 3 1 261.039 1 2 427.069 244.746 -2.87493 0 4731.33 432.604 0 0.366589 0.234596 114.971 
1821 4 2 2 78.7991 2 1 107.789 158.445 -0.258449 -0.901612 0 -897.258 2.67856 0.273487 2.69084 755.019 
1822 4 2 1 191.922 2 2 403.795 189.049 0.59574 1.05109 0 0 0 0 2.17933 57.171 
1823 4 2 1 234.994 2 2 397.828 275.748 0 1.3967 1592.77 0 0 3.44775 0.0456414 329.294 
1824 4 2 2 73.3742 2 2 319.778 401.282 1.1438 2.59234 0 -1583 0 -1.55588 0.0964359 96.4245 
1825 4 2 1 191.36 2 1 82.7406 347.105 -2.63733 -1.21839 -720.498 0 -0.292679 2.1713 2.08855 724.328 
1826 4 2 1 204.541 2 1 309.272 176.44 -1.91665 -1.59671 0 -906.654 4.93163 0.760315 1.96211 445.85 
1827 2 2 2 230.261 2 2 512.239 343.969 0.355341 0 0 0 0.984367 7.86422 0.524374 28.2458 
1828 4 2 2 239.396 2 1 303.884 249.579 0 0 -900.274 654.397 -0.490045 -0.979306 0.770556 628.947 
1829 4 2 1 95.7695 2 2 458.401 263.099 0 0 0 0 0 6.36759 2.62324 323.169 
1830 4 5 2 208.865 2 2 473.526 169.92 0 -1.10436 0 966.649 0 0 1.06228 704.923 
1831 4 2 2 211.381 2 2 291.966 377.638 0 0.312346 0 0 -0.317701 -3.41825 0.0209621 49.4518 
1832 4 2 2 154.671 1 2 119.229 393.757 -0.560036 -3.26949 0 659.456 0.526356 0.928381 2.4258 560.525 
1833 4 5 1 69.8981 2 2 510.473 393.937 1.12407 -1.35086 0 0 0.825105 0.436367 2.50697 738.698 
1834 4 2 1 84.5107 2 2 62.707 266.787 0 1.0344 -601.288 0 0 -7.57571 1.82438 767.86 
1835 1 3 1 165.915 2 1 478.095 409.565 -3.48216 0 0 0 -1.02628 -0.51877 1.53636 494.689 
1836 4 2 2 182.509 2 1 426.23 554.546 -3.9371 0.793469 0 0 0 -1.88861 0.983385 257.487 
1837 4 2 1 338.699 2 1 456.442 326.15 0.546344 0 0 0 0 0 0.163515 748.157 
1838 4 2 2 183.516 2 1 468.909 209.966 -0.730639 -0.250476 1432.55 0 2.6701 -2.73992 0.619431 41.9856 
1839 4 2 2 101.923 2 1 572.954 143.906 -1.89543 1.86571 -581.439 851.479 0 4.25225 0.472148 751.669 
1840 1 2 2 99.9884 1 2 344.534 234.775 -0.988432 1.82914 0 1769.65 0 7.0951 0.579281 874.651 
1841 1 2 1 239.169 2 1 319.958 84.6851 0.432095 0.669649 -818.778 0 0 0.347609 1.03416 506.393 
1842 4 2 2 155.896 2 2 328.479 473.538 0 -0.834569 0 587.559 0 -1.75054 2.63563 352.594 
1843 4 2 2 41.7848 2 2 434.968 295.385 2.96433 1.28533 0 0 1.59367 -0.843319 0.0681456 281.668 
1844 4 2 1 121.356 2 2 306.041 482.08 -0.787098 -1.72248 0 868.388 -0.695461 -0.431899 1.03559 745.313 
1845 4 2 1 262.601 2 2 391.947 104.831 -0.358052 1.43536 0 0 -1.4475 -1.81562 0.660538 755.021 
1846 1 2 1 281.497 2 1 185.947 83.0456 -0.505832 -1.76719 -1216.42 0 0.523013 -4.93862 0.526182 465.378 
1847 4 2 1 162.311 2 1 447.816 288.732 0.739709 0.333962 0 444.928 0 0 0.441826 436.44 
1848 4 2 2 198.634 2 1 597.823 96.7538 0 3.8982 0 0 0 6.38451 0.761674 478.028 
1849 4 2 1 110.381 1 2 230.194 145.295 4.36279 0 -1334.58 1437.11 -0.596232 4.21204 0.850381 1893.98 
1850 4 3 2 183.195 2 2 402.617 218.518 -4.60718 -3.44675 0 0 0 0.292163 0.967865 658.545 
1851 4 2 2 187.587 2 1 185.057 102.449 1.98437 0.324888 769.71 638.137 0 -7.43604 2.33326 109.743 
1852 4 2 2 283.057 2 1 334.108 66.0639 0 0 -1133.17 0 0 1.30083 0.0340095 96.4306 
1853 4 3 2 224.276 2 2 432.51 448.869 2.20433 -0.639568 0 1611.09 -0.524812 0.579834 0.8675 47.2694 
1854 4 2 2 153.614 2 1 285.246 501.233 0 1.71524 0 -694.321 0.432873 -6.82584 0.682287 706.149 
1855 4 2 2 239.36 2 1 395.103 51.2048 -4.25418 -1.87509 -2152.51 0 -1.77403 0 1.19865 455.486 
1856 4 2 1 209.628 2 1 463.16 232.558 -4.83103 1.5557 0 0 -1.51161 0.410302 2.27847 130.035 
1857 4 3 1 291.682 2 2 485.37 498.428 4.939 4.66818 0 4885.8 -2.23321 -3.52229 1.51223 895.912 
1858 4 2 1 110.767 2 1 371.891 389.381 1.89872 1.73822 0 672.008 -0.407763 -4.72993 0.991627 170.829 
1859 4 2 1 123.154 2 1 411.079 355.239 4.76838 -1.61202 0 0 0 1.46439 0.0421416 672.916 
1860 4 2 2 294.421 2 1 337.642 273.158 0 4.57289 0 0 2.29812 0 0.211235 373.445 
1861 1 2 2 330.494 2 1 492.618 288.145 1.05969 -1.49032 0 4581.11 0 0 0.961552 427.755 
1862 4 2 1 220.718 2 1 339.353 422.442 1.22257 1.31503 0 0 0 2.79376 2.10401 725 
1863 4 3 1 23.0998 1 1 343.614 371.109 0 -0.729246 -2225.1 0 -0.695053 -1.34682 2.83297 730.159 
1864 4 2 1 212.804 2 1 554.87 360.095 -1.82768 0 0 0 0 0.454067 0.985363 351.81 
1865 4 2 1 108.307 2 1 301.038 582.333 0 -4.72857 0 0 0 7.48564 0.85288 30.1986 
1866 4 2 2 71.7623 2 2 215.852 186.091 0 1.21922 0 0 0 -0.430692 2.89905 690.185 
1867 4 2 2 209.812 2 1 317.117 273.538 -0.373177 0.942924 739.123 0 -2.38332 -0.725296 0.0489171 2923.54 
1868 4 2 1 88.5406 2 1 494.405 58.1813 3.01512 0 0 0 -3.32842 0.254318 0.0320081 314.593 
1869 4 3 2 188.959 2 1 416.707 288.914 0.528107 4.12723 0 0 0 0.737043 0.897252 4.27468 
1870 4 2 1 183.716 2 2 377.849 318.913 0 -1.71418 0 0 -0.441035 0 1.13595 606.426 
1871 4 2 2 39.5954 2 2 451.826 491.75 1.17517 1.86255 -1069.06 580.561 0 2.63166 0.870339 11.9533 
1872 1 2 1 326.466 2 2 359.929 426.907 -1.6369 1.27084 0 0 0 2.87952 2.71475 514.124 
1873 4 3 1 251.017 2 1 273.28 218.588 0 0.66996 0 1641.73 -0.440807 7.27374 0.000584195 867.844 
1874 1 2 1 179.947 2 1 62.9055 514.79 -1.78725 -0.835228 0 0 -4.44625 6.1543 1.72334 561.281 
1875 4 3 1 71.9405 1 1 574.494 443.288 -1.42636 1.60823 0 -1786.05 3.4737 7.68281 0.951387 4.29578 
1876 4 2 1 184.548 2 1 491.746 91.5046 -0.559459 0 -531.394 -918.317 -1.69472 0.725348 0.194407 238.83 
1877 1 2 2 113.485 2 2 53.9339 202.336 0 1.99677 -1738.49 1398.18 -0.471684 6.26714 2.78288 26.2022 
1878 4 3 1 254.036 2 2 190.225 208.094 -1.79874 -0.922042 0 0 0 -0.334218 0.18886 761.107 
1879 4 3 2 237.45 2 2 400.167 400.86 -0.952317 0 0 0 2.18607 -1.85485 1.30908 795.532 
1880 4 2 1 297.948 1 2 210.456 369.486 0.858691 -1.18274 0 0 0.606501 -2.85265 1.70736 1313.75 
1881 4 2 1 166.358 2 1 314.002 326.191 -0.347595 0.524829 0 0 -7.88919 -2.13688 0.204608 665.824 
1882 4 2 2 117.364 2 2 318.86 247.559 -0.633953 1.74232 -628.131 0 0 -4.29264 2.6464 535.096 
1883 4 2 1 281.104 2 1 482.384 104.606 0 0.886984 0 0 -0.679023 0.719632 0.802773 765.39 
1884 4 2 2 247.796 2 2 314.814 465.855 0 1.55999 0 936.454 1.14902 3.92152 1.33792 224.277 
1885 4 4 1 218.465 2 2 521.749 488.88 -3.62716 0 0 0 0 -1.0745 0.112298 74.3041 
1886 4 3 2 227.626 2 1 514.101 589.002 0 -3.63858 0 0 0 1.51147 0.0247056 793.649 
1887 4 2 1 248.345 2 2 364.287 130.251 -0.781716 -1.89881 0 0 0 -7.48849 0.599444 460.457 
1888 4 3 1 156.31 2 2 426.387 467.753 -2.7606 3.29857 0 1539.08 7.77223 -4.58717 0.598404 779.198 
1889 4 3 2 153.116 2 1 191.658 152.016 0 -1.01388 0 812.239 0 4.94254 0.227174 746.388 
1890 4 2 2 248.961 2 1 422.346 488.476 1.44046 0 0 0 0.929921 -1.33713 0.59171 576.014 
1891 4 2 1 1.68118 2 2 156.063 249.768 -0.667076 -1.89801 0 0 -0.830014 6.89915 0.792892 62.3489 
1892 4 2 2 130.627 2 2 477.376 291.581 0 0 0 0 0 0 0.00499027 642.297 
1893 4 2 1 277.161 2 2 592.819 219.957 4.68528 0 0 0 -3.03907 0 0.547699 362.699 
1894 4 4 2 168.539 2 2 286.683 183.694 -1.88573 0 0 4174.43 0.377626 3.47195 2.39438 220.551 
1895 4 3 1 234.403 2 2 97.0766 231.585 -3.17156 -0.622108 0 1648.11 -7.74069 0 0.00407457 702.622 
1896 4 2 1 354.47 2 2 213.756 372.546 -0.355385 -1.32225 -1595.29 0 0 2.95088 1.41032 478.943 
1897 4 2 2 216.658 2 2 94.9298 201.353 -3.79044 -3.54591 0 0 0.594929 2.73262 2.63184 508.889 
1898 4 2 1 321.629 2 2 367.202 205.328 -1.84036 0 -1802.48 0 -0.866403 3.14296 0.588185 91.1145 
1899 4 2 2 97.1231 2 1 472.797 336.62 0 0 1440.68 2354.56 0 2.81527 0.569273 466.878 
1900 4 2 2 109.25 2 1 219.988 256.716 0 0 0 -887.834 5.20998 -6.64164 0.472203 767.744 
1901 4 2 2 176.369 2 1 154.148 53.7852 -1.63354 0 0 0 -3.08444 0.479534 0.047997 174.261 
1902 2 2 1 95.9238 1 2 108.315 338.272 -1.22989 0 0 0 0 -3.06337 1.54499 748.238 
1903 4 2 1 39.3955 2 1 87.4562 553.184 0.964634 4.39594 0 0 0.915884 -6.40521 1.60832 311.879 
1904 4 2 2 255.433 2 2 425.6 248.924 -4.85108 0 0 0 -3.56553 -1.34762 1.22211 718.806 
1905 4 2 1 59.3827 2 2 217.813 152.261 0 0 0 0 4.927 6.64811 2.07953 304.497 
1906 4 2 1 266.746 2 1 319.656 525.365 0 -1.81006 0 0 -1.91268 0 2.5337 267.538 
1907 4 2 1 166.397 2 1 345.849 417.346 -1.92719 -1.96499 0 0 0 0 0.650955 2027.29 
1908 4 2 2 134.869 2 1 512.994 173.131 -2.81985 0 -894.777 0 0 -0.872856 0.534538 5.24142 
1909 4 3 1 151.453 2 1 76.7963 337.315 -4.48064 -1.94957 0 0 -0.687445 -7.76587 1.81396 255.944 
1910 4 2 2 66.9836 2 1 420.781 156.624 1.02389 0 0 0 0.898344 1.79445 1.01953 127.365 
1911 4 2 2 305.295 2 2 468.561 286.48 2.02134 0 0 0 0 0 0.0551606 811.922 
1912 4 3 1 357.286 2 2 414.4 251.603 -1.76441 0.48603 0 0 0.457317 -0.297448 1.27391 635.427 
1913 1 2 2 142.457 2 1 269.483 90.1287 0 1.41816 0 0 0.810347 -2.50624 2.71227 80.9313 
1914 4 2 1 167.229 2 1 463.192 63.3235 -4.84955 -1.46346 0 0 4.65134 2.23529 0.0853395 252.206 
1915 1 2 1 62.4793 1 2 344.287 260.374 0 -1.46958 0 0 0.394506 0.622851 2.74858 700.189 
1916 4 2 1 151.653 2 1 271.542 380.595 0.69555 0 0 0 0 0 1.7931 567.264 
1917 4 2 2 130.775 2 1 591.747 266.893 -4.4589 1.93174 0 0 0 5.38991 0.0648487 582.502 
1918 4 2 1 168.992 2 1 382.684 407.56 0 4.69016 0 0 0.451871 -6.52033 0.0501903 38.983 
1919 4 2 2 276.657 2 2 443.468 207.278 4.62638 0 0 0 0.824393 -2.46695 1.61668 416.234 
1920 4 2 2 325.523 2 1 489.278 247.85 0.911556 -0.430341 -1565.63 916.982 0 3.54429 0.952914 791.574 
1921 1 3 2 313.293 2 2 167.333 372.506 -1.61662 0 0 0 -1.51589 5.39213 2.87072 707.207 
1922 4 3 1 127.213 2 2 344.82 144.521 0 1.22238 0 -1551.77 0.887511 6.20044 2.83521 766.885 
1923 4 2 2 294.203 2 2 426.499 264.736 1.87533 2.59198 0 1912.45 -0.426766 3.34493 1.57272 498.589 
1924 4 2 1 162.651 2 2 303.097 108.767 -0.846994 -1.68656 0 -1754.38 0 0 0.262028 5626.41 
1925 4 2 1 147.192 2 2 300.963 358.797 0 2.38399 0 0 0 -6.22194 1.23736 673.282 
1926 4 2 1 172.011 2 2 492.937 236.903 1.71361 0 0 0 0 3.37834 0.224581 625.635 
1927 4 5 2 304.026 2 1 586.526 314.024 -4.35669 -3.09965 0 0 0 -7.94348 0.708564 5472.62 
1928 4 2 1 156.265 2 2 531.154 329.185 0.252005 -1.12248 -865.211 0 -2.69317 0 0.424977 604.048 
1929 4 2 1 190.233 2 2 62.6053 286.079 0.421141 0 0 -854.678 -0.523885 4.81003 1.20102 289.019 
1930 4 2 2 80.9675 2 2 56.8101 292.473 1.73748 -1.56044 0 0 -0.949095 1.46981 0.211986 42.9603 
1931 4 3 2 90.9594 2 1 461.213 207.679 0 1.97289 2719.24 0 0 -0.546437 2.52321 311.634 
1932 4 3 1 18.8743 2 2 343.165 140.969 0 -1.68631 -1818.92 -1068.83 -0.800245 0.396582 0.200016 836.697 
1933 4 3 1 99.5129 2 2 449.706 468.748 -0.556373 -4.23271 0 1889.17 -6.92914 0 2.97597 713.834 
1934 2 2 2 320.668 2 2 573.862 227.754 0 0 0 0 0 3.20042 2.19926 5309.81 
1935 4 2 1 175.032 2 2 288.078 379.952 -1.72943 -0.490361 439.577 800.825 0 0 1.20043 681.688 
1936 4 4 1 160.934 2 2 369.524 110.846 0 -0.816205 0 740.774 0 6.39489 2.00115 774.32 
1937 1 2 2 95.2358 1 2 366.65 341.861 0 -1.50206 0 0 0 1.57568 0.00470265 756.967 
1938 4 2 1 190.694 2 1 358.605 110.904 0 0 2588.31 0 -0.882061 0 2.73575 729.844 
1939 4 2 2 223.684 2 2 140.702 177.342 -1.01844 -0.623842 0 0 -4.16416 0 2.28961 719.264 
1940 4 2 1 237.108 2 1 505.46 73.2318 1.67104 1.1028 0 0 0 0.301935 0.9055 388.435 
1941 4 2 2 232.466 2 2 495.243 221.887 -3.90188 0.397292 -1893.38 0 -0.742103 -0.857485 0.0712119 719.25 
1942 2 2 2 99.8788 2 2 329.072 428.838 3.1252 -1.08064 818.673 412.945 1.00692 -6.13729 0.961769 181.575 
1943 2 2 2 149.756 2 2 175.502 76.991 0 1.39064 -1902.14 0 -1.07309 0.258405 2.55831 2740.31 
1944 4 2 1 17.2111 2 2 286.048 324.751 0 0.831605 0 0 2.32637 -4.75057 0.351165 791.417 
1945 4 5 1 1.59698 2 2 78.5461 354.784 0 3.25398 -774.137 2080.73 -3.25326 -7.43363 1.43618 264.583 
1946 4 2 2 184.397 2 2 73.0399 344.755 -4.18212 0 0 0 -3.74912 0.893102 1.79535 658.986 
1947 4 2 1 294.773 2 2 318.294 259.551 0.691421 0.808512 0 -765.409 0 -7.8397 0.96771 762.337 
1948 4 2 2 264.155 2 2 351.729 106.459 0 -0.655828 0 0 3.15481 0.764647 0.529164 578.608 
1949 4 2 1 64.361 2 2 597.658 293.733 0.354787 0.544072 996.168 0 0 0 1.88706 430.681 
1950 4 2 1 197.51 2 2 398.934 294.082 0 -1.24184 0 1548.53 0 0 1.62176 299.958 
1951 4 2 2 290.894 2 2 250.13 67.997 0 -1.71514 0 -741.59 1.56799 -6.69505 0.648856 741.533 
1952 4 3 2 91.1611 2 1 275.863 126.346 -3.91403 0 0 0 -0.928211 0.42742 0.989867 317.946 
1953 4 2 2 115.606 2 1 340.441 369.21 1.09687 0 656.593 0 0 -1.3765 0.0359151 621.054 
1954 4 2 1 144.35 2 2 374.898 252.255 0 0 0 0 -0.680395 0 0.405518 4859.76 
1955 4 2 2 87.3988 2 2 155.863 285.808 1.76929 1.01292 0 0 -2.06438 6.24103 1.94743 769.695 
1956 4 2 2 50.7318 2 2 215.712 192.761 0 0 0 0 1.00523 1.0973 2.6305 158.859 
1957 4 2 2 241.418 2 1 444.995 229.268 4.17076 -2.07609 0 0 0 0 2.62034 734.7 
1958 4 2 1 239.265 2 1 358.507 96.015 3.6208 -1.76874 0 0 0.750706 -3.2572 0.0433727 14.5032 
1959 4 2 2 180.471 2 2 320.96 388.982 0 0 0 0 -1.82377 -5.33659 0.568107 162.472 
1960 4 2 1 221.301 2 2 490.776 252.231 -0.668863 0 0 -449.001 -0.600574 2.79922 2.69755 712.405 
