initial_id t "\dot h_1(t+1)" "\dot h_2(t+1)" "\dot \psi_1(t+1)" "\dot \psi_2(t+1)" 
16 4 0 0 -2.64416 -0.621482 
16 5 0 0 -2.64416 -0.621482 
16 6 0 0 -2.64416 -0.621482 
16 7 0 0 -2.64416 -0.621482 
16 8 0 0 -1.75682 -0.621482 
16 9 0 0 -1.75682 -0.621482 
16 10 0 0 -1.75682 -0.331599 
16 11 0 0 -1.75682 -0.331599 
16 12 0 0 -1.75682 -0.331599 
16 13 0 0 -1.80422 -0.331599 
16 14 0 0 -0.313732 -0.331599 
16 15 0 0 -0.313732 -0.331599 
16 16 0 0 -0.313732 -0.331599 
16 17 0 0 -0.313732 -0.331599 
16 18 0 0 -0.313732 -0.331599 
16 19 0 0 -0.313732 -0.264406 
16 20 0 0 -0.313732 -0.264406 
16 21 0 0 0 -0.264406 
16 22 0 0 0 -0.398906 
16 23 0 0 0 -0.398906 
16 24 0 0 0 -0.398906 
16 25 0 0 0 -0.398906 
16 26 0 0 0 -0.398906 
16 27 0 0 0 -0.398906 
16 28 0 0 0 -0.398906 
16 29 0 0 0 -0.398906 
16 30 0 0 0 -0.398906 
16 31 0 0 0 -0.398906 
16 32 0 0 0 -0.398906 
16 33 0 0 0 -0.398906 
16 34 0 0 0 -0.398906 
16 35 0 0 0 -0.398906 
16 36 0 0 0 -0.398906 
16 37 0 0 0 -0.398906 
16 38 0 0 0 -0.398906 
16 39 0 0 0 -0.398906 
16 40 0 0 0 -0.398906 
16 41 0 0 0 -0.398906 
16 42 0 0 0 -0.398906 
16 43 0 0 0 -0.398906 
16 44 0 0 0 -0.398906 
16 45 0 0 0 -0.398906 
16 46 0 0 0 -0.398906 
16 47 0 0 0 -0.398906 
16 48 0 0 0 -0.398906 
16 49 0 0 0 -0.805108 
17 0 0 0 0.34849 1.57885 
17 1 0 0 0.34849 1.57885 
17 2 0 0 0.34849 1.57885 
17 3 0 0 0 1.57885 
17 4 0 0 0 1.57885 
17 5 0 0 0 1.57885 
17 6 0 0 0 0.810542 
17 7 0 0 0 0.810542 
17 8 0 0 0 0.810542 
17 9 0 0 0 0.810542 
17 10 0 0 0 0.810542 
17 11 0 0 0 0.810542 
17 12 0 0 0 0.810542 
17 13 0 0 0 0.810542 
17 14 0 0 0 0.810542 
17 15 0 0 0 0.810542 
17 16 0 0 0 0.810542 
17 17 0 0 0 0.810542 
17 18 0 0 0 0.810542 
17 19 0 0 0 0.810542 
17 20 0 0 0 0.810542 
17 21 0 0 0 0.810542 
17 22 0 0 0 0.810542 
17 23 0 0 0 0.810542 
17 24 0 0 0 0.810542 
17 25 0 0 0 0.810542 
17 26 0 0 0 0.810542 
17 27 0 0 0 0.810542 
17 28 0 0 0 0.810542 
17 29 0 0 0 0.810542 
17 30 0 0 0 0.810542 
17 31 0 0 0 0.810542 
17 32 0 0 0 0.810542 
17 33 0 0 0 0.810542 
17 34 0 0 0 0.810542 
17 35 0 0 0 0.810542 
17 36 0 0 0 0.810542 
17 37 0 0 0 0.810542 
17 38 0 0 0 0.810542 
17 39 0 0 0 0.810542 
17 40 0 0 0 0 
17 41 0 0 0 0 
17 42 0 0 0 0 
17 43 0 0 0 0 
17 44 0 0 0 0 
17 45 0 0 0 0 
17 46 0 0 0 0 
17 47 0 0 0 0 
17 48 0 0 0 0 
17 49 0 0 0 0 
18 0 0 0 0 0 
18 1 0 0 0 0 
18 2 0 0 0.53224 0 
18 3 0 0 0.53224 0 
18 4 0 0 0.857822 0 
18 5 0 0 0.857822 0 
18 6 0 0 0.799692 0 
18 7 0 0 0.799692 0 
18 8 0 0 0.799692 0 
18 9 0 0 0.799692 0 
18 10 0 0 0.799692 0 
18 11 0 0 0.799692 0 
18 12 0 0 0 0 
18 13 0 0 0 0 
18 14 0 0 0 0 
18 15 0 0 0 0 
18 16 0 0 0 0 
18 17 0 0 0 0 
18 18 0 0 0 0 
18 19 0 0 0 0 
18 20 0 0 0 0 
18 21 0 0 0 0 
18 22 0 0 0 0 
18 23 0 0 0 0 
18 24 0 0 0 0 
18 25 0 0 0.729697 0 
18 26 0 0 0.729697 0 
18 27 0 0 0.729697 0 
18 28 0 0 0.729697 0 
18 29 0 0 0.729697 -0.369736 
18 30 0 0 0.729697 -0.369736 
18 31 0 0 0.729697 -0.369736 
18 32 0 0 3.04911 -0.369736 
18 33 0 0 3.04911 -0.369736 
18 34 0 0 3.04911 -0.369736 
18 35 0 0 3.04911 -0.369736 
18 36 0 0 3.04911 -0.369736 
18 37 0 0 3.04911 -0.369736 
18 38 0 0 0.401112 -0.369736 
18 39 0 0 0.401112 -0.369736 
18 40 0 0 0.401112 -0.369736 
18 41 0 0 0.401112 -0.369736 
18 42 0 0 0.401112 0 
18 43 742.554 0 0.401112 0 
18 44 742.554 0 0.401112 0 
18 45 742.554 0 0.401112 0 
18 46 742.554 0 0.884801 0 
18 47 742.554 0 0.884801 0 
18 48 742.554 0 0.884801 0 
18 49 742.554 0 0.884801 0 
19 0 0 0 -0.696926 0.890926 
19 1 0 0 -0.696926 0.890926 
19 2 0 0 -0.696926 0.890926 
19 3 0 0 -0.696926 0.890926 
19 4 0 0 -0.696926 0.890926 
19 5 0 0 -0.696926 0.890926 
19 6 0 0 -0.696926 0.890926 
19 7 0 0 0 0.890926 
19 8 0 0 0 0.890926 
19 9 0 0 0 0.890926 
19 10 0 0 0 0.890926 
19 11 0 0 0 0.890926 
19 12 0 0 0 0.890926 
19 13 0 0 0 0 
19 14 0 0 0 0 
19 15 0 0 0 0 
19 16 0 0 0 0 
19 17 0 0 0 0 
19 18 0 0 0 0 
19 19 0 0 0 0 
19 20 0 0 0 0 
19 21 0 0 0 0 
19 22 0 0 0 0 
19 23 0 0 0 0 
19 24 0 0 0 0 
19 25 0 0 0 0 
19 26 0 0 0 0 
19 27 0 0 0 0 
19 28 0 0 0 0 
19 29 0 0 0 0 
19 30 0 0 0 0 
19 31 0 0 0 0 
19 32 0 0 0 0 
19 33 0 0 0 0 
19 34 0 0 0 0 
19 35 0 0 0 0 
19 36 0 0 0 0 
19 37 0 0 0 0 
19 38 0 0 0 0 
19 39 0 0 0 0 
19 40 0 0 0 0 
19 41 0 0 0 0 
19 42 0 0 0 0 
19 43 0 0 0 0 
19 44 0 0 0 0 
19 45 0 0 0 0 
19 46 0 0 0 0 
19 47 0 0 0 -0.43961 
19 48 0 0 0 -0.43961 
19 49 0 0 0 -0.43961 
20 0 0 -451.891 -2.01716 0 
20 1 0 -451.891 -2.01716 0 
20 2 0 -451.891 -2.01716 0 
20 3 0 -451.891 -2.01716 0.361665 
20 4 0 -451.891 -2.01716 0.361665 
20 5 0 -723.116 -2.01716 0.361665 
20 6 0 -723.116 -2.01716 0.361665 
20 7 0 -723.116 -2.01716 0.361665 
20 8 0 -723.116 -2.01716 0 
20 9 0 -723.116 -2.01716 0 
20 10 0 -723.116 -2.01716 0 
20 11 0 -723.116 -2.01716 0 
20 12 0 -723.116 -2.01716 0 
20 13 0 -723.116 -2.01716 0 
20 14 0 -723.116 -2.01716 0 
20 15 0 -723.116 -2.01716 0 
20 16 0 -723.116 -2.01716 0 
20 17 0 -723.116 -2.01716 0 
20 18 0 -723.116 -2.01716 0 
20 19 0 -723.116 -2.01716 0 
20 20 0 -723.116 -2.01716 0 
20 21 0 -723.116 -2.01716 0 
20 22 0 -723.116 -2.01716 0 
20 23 0 -723.116 -2.01716 0 
20 24 0 -723.116 -2.01716 0 
20 25 0 -723.116 -2.01716 0 
20 26 0 -723.116 -2.01716 0 
20 27 0 -723.116 -1.24632 0 
20 28 0 -723.116 -2.17322 0 
20 29 0 -723.116 -2.17322 0 
20 30 0 -723.116 -2.17322 0 
20 31 0 -723.116 -2.17322 0 
20 32 0 -723.116 -2.17322 0 
20 33 0 -723.116 -2.17322 0 
20 34 0 -723.116 -2.17322 0 
20 35 0 -723.116 -2.17322 0 
20 36 0 -723.116 -2.17322 0 
20 37 0 -723.116 -2.17322 0 
20 38 0 -723.116 -2.29117 0 
20 39 0 -723.116 -2.29117 0 
20 40 0 -723.116 -0.47604 0.36837 
20 41 0 -723.116 0 0.36837 
20 42 0 -723.116 0 0.36837 
20 43 0 -723.116 0 0.36837 
20 44 0 -723.116 0 0.36837 
20 45 0 -723.116 0 0 
20 46 0 -723.116 0 0 
20 47 0 -723.116 0 0 
20 48 0 -723.116 0 0 
20 49 0 -723.116 0 0 
21 0 0 -901.07 1.9825 0 
21 1 0 -901.07 1.9825 0 
21 2 0 -901.07 1.9825 0 
21 3 0 -901.07 1.9825 0 
21 4 0 -901.07 1.9825 0 
21 5 0 -574.522 1.9825 0 
21 6 0 -574.522 1.9825 0 
21 7 0 -574.522 1.9825 0 
21 8 0 -574.522 1.9825 0 
21 9 0 -574.522 1.9825 0 
21 10 0 -574.522 1.9825 0 
21 11 0 -861.673 1.9825 0 
21 12 0 -861.673 1.9825 0 
21 13 0 -861.673 1.9825 0 
21 14 0 -861.673 1.9825 0 
21 15 0 -861.673 1.9825 0 
21 16 0 -861.673 1.9825 0 
21 17 0 -861.673 1.9825 0 
21 18 0 -861.673 1.9825 0 
21 19 0 -772.189 1.9825 0 
21 20 0 -772.189 1.9825 0 
21 21 0 -772.189 2.62453 0 
21 22 0 -772.189 2.62453 0 
21 23 0 -772.189 2.62453 0 
21 24 0 -772.189 2.62453 0 
21 25 0 -772.189 2.62453 0 
21 26 0 -772.189 2.62453 0 
21 27 0 -1780.03 2.62453 0 
21 28 0 -1780.03 2.62453 0 
21 29 0 -1780.03 2.62453 0 
21 30 0 -1780.03 2.62453 0 
21 31 0 -1780.03 2.62453 0 
21 32 0 -1780.03 0.866646 0 
21 33 0 -1780.03 0.866646 0 
21 34 0 -1780.03 0.866646 0 
21 35 0 -1780.03 0.866646 0 
21 36 0 -1780.03 0.866646 0 
21 37 0 -1780.03 0.40106 0 
21 38 0 -1780.03 0.40106 0 
21 39 0 -1600 0.40106 0 
21 40 0 -774.717 0.40106 0 
21 41 0 -774.717 0.40106 0 
21 42 0 -774.717 0.40106 0 
21 43 0 -774.717 0.40106 0 
21 44 0 -774.717 0.40106 0 
21 45 0 -774.717 0.40106 0 
21 46 0 -774.717 0.40106 0 
21 47 0 -774.717 0.40106 0 
21 48 0 -774.717 0.40106 0 
21 49 0 -774.717 0.40106 0 
22 0 0 0 0 0 
22 1 0 0 0 0 
22 2 0 0 0.30992 0 
22 3 0 0 0.30992 0 
22 4 0 0 0.30992 0 
22 5 0 0 1.96001 0 
22 6 0 0 1.96001 0 
22 7 0 0 1.96001 0 
22 8 0 0 1.96001 0 
22 9 0 0 1.96001 0 
22 10 0 0 1.96001 0 
22 11 0 0 1.28343 0 
22 12 0 0 1.28343 0 
22 13 0 0 1.28343 0 
22 14 0 0 1.28343 0 
22 15 0 0 1.28343 0 
22 16 0 0 1.28343 0 
22 17 0 0 2.42937 0 
22 18 0 0 2.42937 0 
22 19 0 0 2.42937 0 
22 20 0 0 0.351858 0 
22 21 0 0 0.351858 0 
22 22 0 0 0.351858 0 
22 23 0 0 0.351858 0 
22 24 0 0 3.32402 0 
22 25 0 0 3.32402 0 
22 26 0 0 3.32402 0 
22 27 0 0 3.32402 0 
22 28 0 0 3.32402 0 
22 29 0 0 3.32402 0 
22 30 0 0 3.32402 0 
22 31 0 0 3.32402 0 
22 32 0 0 3.32402 0 
22 33 0 0 3.32402 0 
22 34 0 0 3.32402 0 
22 35 0 0 3.32402 0 
22 36 0 0 3.32402 0 
22 37 0 0 3.32402 0 
22 38 0 0 3.32402 0 
22 39 0 0 3.32402 0 
22 40 0 0 3.32402 0 
22 41 0 0 1.56067 0 
22 42 0 0 1.56067 0 
22 43 0 0 1.56067 0 
22 44 0 0 1.71559 0 
22 45 0 0 1.71559 0 
22 46 0 0 1.71559 0 
22 47 0 0 1.95236 0 
22 48 0 0 1.95236 0 
22 49 0 0 1.95236 0 
23 0 0 0 -0.940939 -0.323635 
23 1 0 0 -0.940939 0 
23 2 0 0 -0.940939 0 
23 3 0 0 -0.940939 0 
23 4 0 0 -0.940939 0 
23 5 0 0 -0.940939 0 
23 6 0 0 -0.576994 0 
23 7 0 0 -0.576994 0 
23 8 0 0 -0.576994 0 
23 9 0 0 -0.576994 0 
23 10 0 0 -0.662977 0 
23 11 0 0 -0.662977 0 
23 12 0 0 -0.662977 0 
23 13 0 0 -0.662977 0 
23 14 0 0 -0.662977 0 
23 15 0 0 -0.662977 0 
23 16 0 0 -0.662977 0 
23 17 0 0 -0.662977 0 
23 18 0 0 -0.662977 0 
23 19 0 0 -0.662977 0 
23 20 0 0 -0.662977 0 
23 21 0 0 -0.662977 0 
23 22 0 0 -0.662977 0 
23 23 0 0 -0.662977 0 
23 24 0 0 -0.662977 0 
23 25 0 0 -0.662977 0 
23 26 0 0 -0.662977 0 
23 27 0 0 -0.662977 0 
23 28 0 0 -0.662977 0 
23 29 0 0 0 0 
23 30 0 0 0 0 
23 31 0 0 0 0 
23 32 0 0 0 0 
23 33 0 0 0 0 
23 34 0 0 0 0 
23 35 0 0 0 0 
23 36 0 0 0 0 
23 37 0 0 0 0 
23 38 0 0 0 0 
23 39 0 0 0 0 
23 40 0 0 0 0 
23 41 0 0 0 0 
23 42 0 0 0 0 
23 43 0 0 0 0 
23 44 0 0 0 0 
23 45 0 0 0 0.977168 
23 46 0 0 0 0.977168 
23 47 0 0 0 0.977168 
23 48 0 0 0 0 
23 49 0 0 0 0 
24 0 -599.633 0 0 0 
24 1 -599.633 0 0 0 
24 2 -599.633 0 0 0 
24 3 -599.633 0 0 0 
24 4 -731.909 0 0 0 
24 5 -731.909 0 0 0 
24 6 -731.909 0 0 0 
24 7 -731.909 0 0 0 
24 8 -731.909 0 0 0 
24 9 -731.909 0 0 0 
24 10 -731.909 0 0 0 
24 11 -731.909 0 0 0 
24 12 -731.909 0 0 0 
24 13 -731.909 0 0 0 
24 14 -731.909 0 0 0 
24 15 -731.909 0 0 0 
24 16 -731.909 0 0 0 
24 17 -731.909 0 0 0 
24 18 -731.909 0 0 0 
24 19 -731.909 0 0 0 
24 20 -731.909 0 0 0 
24 21 -731.909 0 0 0 
24 22 -731.909 0 0 0 
24 23 -731.909 0 0 0 
24 24 -731.909 0 0 0 
24 25 -731.909 0 0 0 
24 26 -731.909 0 0 0 
24 27 -731.909 0 0 0 
24 28 -731.909 0 0 0 
24 29 -731.909 0 0 0 
24 30 -731.909 0 0 0 
24 31 -731.909 0 0 0 
24 32 -731.909 0 0 0 
24 33 -794.903 0 0 0 
24 34 -794.903 0 0 0 
24 35 0 0 0 0 
24 36 0 0 0 0 
24 37 0 0 0 0 
24 38 0 0 0 0 
24 39 0 0 0 0 
24 40 0 0 0 0 
24 41 0 0 0 0 
24 42 0 0 0 0 
24 43 0 0 0 0 
24 44 0 0 0 0 
24 45 0 0 0 0 
24 46 0 0 0 -0.903823 
24 47 0 0 0 -0.903823 
24 48 0 0 0 -0.903823 
24 49 0 0 0 -0.903823 
25 0 0 0 -0.496976 0 
25 1 0 0 -0.496976 0 
25 2 0 0 -0.823 0 
25 3 0 0 -0.823 0 
25 4 0 0 -0.823 0 
25 5 0 0 -0.823 0 
25 6 0 0 -0.823 0 
25 7 0 0 -0.823 0 
25 8 0 0 0 0 
25 9 0 0 0 0 
25 10 0 0 0 0 
25 11 0 0 0 0 
25 12 0 0 0 0 
25 13 0 0 0 0 
25 14 0 0 0 0 
25 15 0 0 0 0 
25 16 0 0 0 0 
25 17 0 0 0 0 
25 18 0 0 0 0 
25 19 0 0 0 0 
25 20 0 0 0 0 
25 21 0 0 0 0 
25 22 0 0 0 0 
25 23 0 0 0 0 
25 24 0 0 0 0 
25 25 0 0 0 -0.297668 
25 26 0 0 0 -0.297668 
25 27 0 0 0 -0.297668 
25 28 0 0 0 -0.297668 
25 29 0 0 0 -0.297668 
25 30 0 0 0 -0.297668 
25 31 0 0 0 -0.297668 
25 32 0 0 0 -0.297668 
25 33 0 0 0 -0.297668 
25 34 0 0 0 -0.297668 
25 35 0 0 0 -0.297668 
25 36 0 0 0 -0.297668 
25 37 0 0 0 -0.297668 
25 38 0 0 0 -0.297668 
25 39 0 0 0 -0.297668 
25 40 0 0 0 -0.297668 
25 41 0 0 0 -0.297668 
25 42 0 0 0.361331 -0.297668 
25 43 0 0 0.361331 -0.297668 
25 44 0 0 0.361331 0 
25 45 0 0 0.339487 0 
25 46 0 0 0.339487 0 
25 47 0 0 0.339487 0 
25 48 0 0 0.339487 0 
25 49 0 0 0.339487 0 
26 0 0 0 0 0 
26 1 0 0 0 0 
26 2 0 0 0 0 
26 3 0 0 0 0 
26 4 0 0 0 0 
26 5 0 0 0 0 
26 6 0 0 0 -0.639901 
26 7 0 0 0 -0.639901 
26 8 0 0 0 -0.639901 
26 9 0 0 0 -0.639901 
26 10 0 0 0 -0.639901 
26 11 0 0 0 -0.639901 
26 12 0 0 0 -0.639901 
26 13 0 0 0 -0.639901 
26 14 0 0 0 -0.639901 
26 15 0 0 0 -0.639901 
26 16 0 0 0 -0.639901 
26 17 0 0 0 -0.639901 
26 18 0 0 0 -0.639901 
26 19 0 0 0 0 
26 20 0 0 0 0 
26 21 0 0 0 0 
26 22 0 0 0 0 
26 23 0 0 0 0 
26 24 0 0 0 0 
26 25 0 0 0 0 
26 26 0 0 0 0 
26 27 0 0 0 0 
26 28 0 0 0 0 
26 29 0 0 0 0 
26 30 0 0 0 0 
26 31 0 0 0 0 
26 32 0 0 0 0 
26 33 0 0 0 0 
26 34 0 0 0 0 
26 35 0 0 0 0 
26 36 0 0 0 0 
26 37 0 0 0 0 
26 38 0 0 0 0 
26 39 0 0 0 0 
26 40 0 0 0 0 
26 41 0 0 0 0 
26 42 0 0 0 0 
26 43 0 0 0 0 
26 44 0 0 0 0 
26 45 0 0 0 0 
26 46 0 0 0 0 
26 47 0 0 0 -0.924723 
26 48 0 0 0 -0.630017 
26 49 0 0 0 -0.630017 
27 0 0 0 0 -3.29501 
27 1 0 0 0 -3.29501 
27 2 0 0 0 -3.29501 
27 3 0 0 0 -3.29501 
27 4 0 0 0 -3.29501 
27 5 0 0 0 -3.29501 
27 6 0 0 0 -2.854 
27 7 0 0 0 -2.854 
27 8 0 0 0 -2.854 
27 9 0 0 0 -2.854 
27 10 0 0 0 -2.854 
27 11 0 0 0 -2.854 
27 12 0 0 0 -2.854 
27 13 0 0 0 -2.854 
27 14 0 0 0 -2.854 
27 15 0 0 0 -2.854 
27 16 0 0 0 -2.854 
27 17 0 0 0 -2.854 
27 18 0 0 0 -3.80835 
27 19 0 0 0 -3.80835 
27 20 0 0 0 -3.80835 
27 21 0 0 0 -4.92146 
27 22 0 0 0 -4.92146 
27 23 0 0 0 -4.92146 
27 24 0 0 0 -4.92146 
27 25 0 0 0 -1.07221 
27 26 0 0 0 -1.07221 
27 27 0 0 0 -1.07221 
27 28 0 0 0 -1.07221 
27 29 0 0 0 -1.07221 
27 30 0 0 0 -1.07221 
27 31 0 0 0 -1.07221 
27 32 0 0 0 -1.07221 
27 33 0 0 0 -1.07221 
27 34 0 0 0 -1.07221 
27 35 0 0 0 -1.07221 
27 36 0 0 0 -1.07221 
27 37 0 0 0 -0.368365 
27 38 0 0 0 -0.368365 
27 39 0 0 0 -0.368365 
27 40 0 0 0 -0.368365 
27 41 0 0 0 -0.368365 
27 42 0 0 0 -0.368365 
27 43 0 0 0 -0.368365 
27 44 0 0 0 -0.368365 
27 45 0 0 0 -0.394661 
27 46 0 0 -0.319264 -0.394661 
27 47 0 0 -0.319264 -0.821755 
27 48 0 0 0 -0.821755 
27 49 0 0 0 -0.821755 
28 0 1280.63 0 -0.846633 0 
28 1 1280.63 0 -3.23001 0 
28 2 1280.63 0 -3.23001 0 
28 3 1280.63 0 -2.90824 0 
28 4 1280.63 0 -2.90824 0 
28 5 1280.63 0 -2.90824 0 
28 6 1373.18 0 -2.90824 0 
28 7 1373.18 0 -2.90824 0 
28 8 1373.18 0 -2.90824 0 
28 9 1373.18 0 -2.90824 0 
28 10 1373.18 0 -2.77616 0 
28 11 1373.18 0 -2.77616 0 
28 12 1373.18 0 -1.88093 0 
28 13 1373.18 0 -1.88093 0 
28 14 1373.18 0 -1.88093 0 
28 15 1373.18 0 -1.88093 0 
28 16 1373.18 0 -1.88093 0 
28 17 1373.18 0 -1.88093 0 
28 18 1498.56 0 -1.88093 0 
28 19 1498.56 0 -1.88093 0 
28 20 1498.56 0 -1.88093 0 
28 21 1498.56 0 -1.88093 0 
28 22 1498.56 0 -1.88093 0 
28 23 1135.75 0 -1.88093 0 
28 24 1135.75 0 -1.88093 0 
28 25 1135.75 0 -1.88093 0 
28 26 1135.75 0 -1.88093 0 
28 27 1135.75 0 -1.88093 0 
28 28 1135.75 0 -1.88093 0 
28 29 1135.75 0 -1.88093 0 
28 30 1135.75 0 -1.24404 0 
28 31 1135.75 0 -1.89486 0 
28 32 1135.75 0 -1.89486 0 
28 33 1135.75 0 -0.608424 0 
28 34 1135.75 0 -0.608424 0 
28 35 1135.75 0 -0.608424 0 
28 36 1135.75 0 -0.639242 0 
28 37 1850.81 0 -0.639242 0 
28 38 1850.81 0 -0.639242 0 
28 39 1850.81 0 -2.94111 0 
28 40 1850.81 0 -1.60192 0 
28 41 1850.81 0 -1.60192 0 
28 42 1850.81 0 -1.60192 0 
28 43 1850.81 0 -1.23656 0 
28 44 1501.02 0 -1.23656 0 
28 45 1061.96 0 -1.23656 0 
28 46 1061.96 0 -1.23656 0 
28 47 1061.96 0 -1.23656 0 
28 48 1061.96 0 -1.23656 0 
28 49 1061.96 0 -1.23656 0 
29 0 0 0 0 -0.923323 
29 1 0 0 0 -0.923323 
29 2 0 0 0 -0.923323 
29 3 0 0 0 -0.923323 
29 4 0 0 0 -0.923323 
29 5 0 0 0 -1.62415 
29 6 0 0 0 -1.62415 
29 7 0 0 -0.981129 -1.62415 
29 8 0 0 -0.981129 -1.62415 
29 9 0 0 -0.981129 -1.62415 
29 10 0 0 -0.981129 -2.10826 
29 11 0 0 -0.981129 -2.10826 
29 12 0 0 -0.30614 -2.10826 
29 13 0 0 -0.30614 -2.10826 
29 14 0 0 -0.30614 -2.10826 
29 15 0 0 -0.30614 -2.10826 
29 16 0 0 -0.30614 -2.10826 
29 17 0 0 -0.30614 -2.06495 
29 18 0 0 -0.30614 -2.06495 
29 19 0 0 -0.30614 -2.06495 
29 20 0 0 -0.30614 -2.06495 
29 21 0 0 -0.30614 -2.06495 
29 22 0 0 -0.30614 -2.06495 
29 23 0 0 -0.30614 -2.06495 
29 24 0 0 -0.30614 -2.06495 
29 25 0 0 -0.30614 -2.06495 
29 26 0 0 -0.30614 -2.06495 
29 27 0 0 -0.30614 -2.06495 
29 28 0 0 -0.363528 -2.06495 
29 29 0 0 -0.363528 -2.06495 
29 30 0 0 -0.363528 -2.06495 
29 31 0 0 -0.363528 -2.06495 
29 32 0 0 -0.363528 -2.06495 
29 33 0 0 -0.363528 -3.10806 
29 34 0 0 -0.363528 -3.10806 
29 35 0 0 -0.977169 -3.10806 
29 36 0 0 -0.977169 -3.10806 
29 37 0 0 -0.977169 -3.10806 
29 38 0 0 -0.977169 -3.10806 
29 39 0 0 -0.977169 -3.10806 
29 40 0 0 -0.977169 -3.10806 
29 41 0 0 -0.977169 -3.10806 
29 42 0 0 -0.977169 -3.10806 
29 43 0 0 -1.0872 -3.10806 
29 44 0 0 -1.0872 -3.10806 
29 45 0 0 -1.0872 -3.10806 
29 46 0 0 -1.0872 -3.10806 
29 47 0 0 -1.0872 -3.10806 
29 48 0 0 -1.0872 -0.518589 
29 49 0 0 -1.0872 -0.518589 
30 0 1612.25 0 0 -0.401056 
30 1 1612.25 0 0 -0.401056 
30 2 1612.25 0 0 -0.401056 
30 3 1612.25 0 0 -0.401056 
30 4 1612.25 0 0 -0.401056 
30 5 1612.25 0 0 -0.401056 
30 6 1612.25 0 0 -0.401056 
30 7 1612.25 0 0 -0.401056 
30 8 1755.41 0 0 -0.401056 
30 9 1755.41 0 0 -0.401056 
30 10 1755.41 0 0 -0.401056 
30 11 1755.41 0 0 -0.401056 
30 12 1755.41 0 0 -0.401056 
30 13 1755.41 0 0 -0.401056 
30 14 1755.41 0 0 -0.401056 
30 15 1755.41 0 0 -0.401056 
30 16 1755.41 0 0 -0.401056 
30 17 1755.41 0 0 -0.401056 
30 18 1755.41 0 0 -0.401056 
30 19 1755.41 0 0 -0.401056 
30 20 1755.41 0 0 -0.401056 
30 21 1755.41 0 0 -0.401056 
30 22 1755.41 0 0 -0.401056 
30 23 1755.41 0 0 -0.401056 
30 24 1755.41 0 0 -0.401056 
30 25 1755.41 0 0 -0.401056 
30 26 1755.41 0 0 -0.401056 
30 27 1755.41 0 0 -0.401056 
30 28 1755.41 0 0 -0.401056 
30 29 1755.41 0 0 -0.401056 
30 30 1755.41 0 0 -0.401056 
30 31 1755.41 0 0 -0.401056 
30 32 1755.41 0 0 0 
30 33 1755.41 0 0 0 
30 34 1755.41 0 0 0 
30 35 1755.41 0 0 0 
30 36 1755.41 0 0 0 
30 37 1755.41 0 0 0 
30 38 1755.41 0 0 0 
30 39 1755.41 0 0 -0.476971 
30 40 1925.06 0 0 -0.476971 
30 41 1925.06 0 0 -0.476971 
30 42 1925.06 0 0 -0.476971 
30 43 1887.97 0 0 -0.476971 
30 44 1887.97 0 0 -0.427557 
30 45 1887.97 0 0 -0.427557 
30 46 1887.97 0 0 -0.427557 
30 47 1887.97 0 0 -0.427557 
30 48 1887.97 0 0 -0.427557 
30 49 1887.97 0 0 -0.427557 
31 0 0 -828.049 0 0.954842 
31 1 0 -828.049 0 0.954842 
31 2 0 -828.049 0 0.312274 
31 3 0 -828.049 0 0.713641 
31 4 0 -828.049 0 0.713641 
31 5 0 -828.049 0 0.713641 
31 6 0 -828.049 0 0.713641 
31 7 0 -828.049 0 0.713641 
31 8 0 -828.049 0 0.713641 
31 9 0 -828.049 0 0.713641 
31 10 0 -828.049 0 0.713641 
31 11 0 -828.049 0 0.713641 
31 12 0 -828.049 0 0.713641 
31 13 0 -828.049 0 0.713641 
31 14 0 -828.049 0 0.713641 
31 15 0 -828.049 0 0.713641 
31 16 0 0 0 0.713641 
31 17 0 0 0 0.713641 
31 18 0 0 0 0.713641 
31 19 0 0 0 0.713641 
31 20 0 0 0 0.620357 
31 21 0 0 0 0.620357 
31 22 0 0 0 0.620357 
31 23 0 0 0 0.620357 
31 24 0 0 0 0.620357 
31 25 0 0 0 0.620357 
31 26 0 0 0 0.620357 
31 27 0 0 0 0.620357 
31 28 0 0 0 0.620357 
31 29 0 0 0 0.620357 
31 30 0 0 0 0.620357 
31 31 0 0 0 0.620357 
31 32 0 0 0 0.620357 
31 33 0 0 0 0.918951 
31 34 0 0 0 0.918951 
31 35 0 0 0 0.918951 
31 36 0 0 0 0.342386 
31 37 0 0 0 0.342386 
31 38 0 0 0 0.342386 
31 39 0 0 0 0.342386 
31 40 0 0 0 0.342386 
31 41 0 0 -0.495528 0.342386 
31 42 0 0 -0.495528 0.342386 
31 43 0 0 -0.495528 0.342386 
31 44 0 0 -0.495528 0.342386 
31 45 0 0 -0.495528 0.342386 
31 46 0 0 -0.495528 0.494461 
31 47 0 0 -0.495528 0.531322 
31 48 0 0 -0.495528 0.531322 
31 49 0 0 -0.432884 0.531322 
32 0 0 -896.769 0.281471 1.31881 
32 1 0 -896.769 0.281471 1.31881 
32 2 0 -896.769 0.281471 0.360659 
32 3 0 -896.769 0.281471 0.360659 
32 4 0 -896.769 0.281471 0.360659 
32 5 0 -896.769 0.281471 0.360659 
32 6 0 -896.769 0.281471 0 
32 7 0 -896.769 0.281471 0 
32 8 0 -896.769 0.281471 0 
32 9 0 -896.769 0.281471 0 
32 10 0 -896.769 0.281471 0 
